"78610","Brain flow imaging only","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78630","Cerebrospinal fluid scan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78635","CSF ventriculography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78645","CSF shunt evaluation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78647","Cerebrospinal fluid scan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78650","CSF leakage imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78660","Nuclear exam of tear flow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78699","Nervous system nuclear exam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78700","Kidney imaging morphol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78701","Kidney imaging with flow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78707","K flow/funct image w/o drug","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78708","K flow/funct image w/drug","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78709","K flow/funct image multiple","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78710","Kidney imaging (3D)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78730","Urinary bladder retention","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78740","Ureteral reflux study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78761","Testicular imaging w/flow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78799","Genitourinary nuclear exam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78800","Tumor imaging limited area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78801","Tumor imaging mult areas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78802","Tumor imaging whole body","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78803","Tumor imaging (3D)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78804","Tumor imaging whole body","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78805","Abscess imaging ltd area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78806","Abscess imaging whole body","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78807","Nuclear localization/abscess","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78811","PET image ltd area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78812","PET image skull-thigh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78813","PET image full body","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78814","PET image w/ct lmtd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78815","PET image w/ct skull-thigh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78816","PET image w/ct full body","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78999","Nuclear diagnostic exam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91110","Gi tract capsule endoscopy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91111","Esophageal capsule endoscopy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92132","Cpmtr ophth dx img ant segmt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92133","Cmptr ophth img optic nerve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92134","Cptr ophth dx img post segmt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92227","Remote dx retinal imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92228","Remote retinal imaging mgmt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93303","Echo transthoracic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93304","Echo transthoracic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93306","TTE w/Doppler complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93307","TTE w/o Doppler complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93308","TTE f-up or lmtd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93320","Doppler echo exam heart [if used in conjunction with 93303-93304]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93321","Doppler echo exam heart [if used in conjunction with 93303, 93304, 93308]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93325","Doppler color flow add-on [if used in conjunction with 76825, 76826, 76827,76828, 93303, 93304, 93308]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93875","Extracranial study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93880","Extracranial study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93882","Extracranial study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93886","Intracranial study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93888","Intracranial study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93890","Tcd vasoreactivity study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93892","Tcd emboli detect w/o inj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93922","Upr/l xtremity art 2 levels","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93923","Upr/lxtr art stdy 3+ lvls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93924","Lwr xtr vasc stdy bilat ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93925","Lower extremity study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93926","Lower extremity study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93930","Upper extremity study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93931","Upper extremity study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93965","Extremity study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93970","Extremity study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93971","Extremity study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93975","Vascular study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93976","Vascular study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93978","Vascular study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93979","Vascular study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93980","Penile vascular study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93981","Penile vascular study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93990","Doppler flow testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93998","Noninvas vasc dx study proc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97610","Low frequency non-thermal US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A4641","Radiopharm dx agent noc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A4642","In111 satumomab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9500","Tc99m sestamibi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9501","Technetium TC-99m teboroxime","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9502","Tc99m tetrofosmin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9503","Tc99m medronate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9504","Tc99m apcitide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9505","TL201 thallium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9507","In111 capromab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9508","I131 iodobenguate, dx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9509","Iodine I-123 sod iodide mil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9510","Tc99m disofenin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9512","Tc99m pertechnetate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9516","Iodine I-123 sod iodide mic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9521","Tc99m exametazime","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9524","I131 serum albumin, dx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9526","Nitrogen N-13 ammonia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9528","Iodine I-131 iodide cap, dx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9529","I131 iodide sol, dx ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9531","I131 max 100uCi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9532","I125 serum albumin, dx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9536","TC99m depreotide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9537","Tc99m mebrofenin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9538","Tc99m pyrophosphate ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9539    ","Tc99m pentetate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9540","Tc99m MAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9541     ","Tc99m sulfur colloid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9542    ","In111 ibritumomab, dx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9544    ","I131 tositumomab, dx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9546    ","CO57/58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9547   ","In111 oxyquinoline","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9548    ","In111 pentetate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9550   ","Tc99m gluceptate   ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9551","Tc99m succimer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9552","F18 fdg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9553","Cr51 chromate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9554","I125 iothalamate, dx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9555","Rb82 rubidium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9556","Ga67 gallium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9557","Tc99m bicisate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9558","Xe133 xenon 10mci","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9559","Co57 cyano","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9560","Tc99m labeled rbc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9561","Tc99m oxidronate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9562","Tc99m mertiatide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9566","Tc99m fanolesomab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9567","Technetium TC-99m aerosol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9568","Technetium tc99m arcitumomab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9569","Technetium TC-99m auto WBC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9570","Indium In-111 auto WBC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9571","Indium In-111 auto platelet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9572","Indium In-111 pentetreotide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9576","Inj prohance multipack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9577","Inj multihance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9578","Inj multihance multipack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9579","Gad-base MR contrast NOS,1ml  ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9580","Sodium fluoride F-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9584","Iodine I-123 ioflupane","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9586","Florbetapir F18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9700","Echocardiography contrast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9520","Tc99 Tilmanocept diag 0.5mci","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9457 ","Lumason contrast agent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9458 ","Florbetaben F18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9459","Flutemetamol F18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9734","U/S trtmt, not leiomyomata","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G0130","Single energy x-ray study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G0202","Screeningmammographydigital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G0204","Diagnosticmammographydigital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G0206","Diagnosticmammographydigital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G0279","Tomosynthesis, mammo screen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G0288","Recon, CTA for surg plan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G0297","LDCT for Lung CA screen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G0389","Ultrasound exam AAA screen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q0092","Set up port xray equipment ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9951","LOCM>=400 mg/ml iodine,1ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9953","Inj Fe-based MR contrast,1ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9954","Oral MR contrast, 100ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9955","Inj perflexane lip micros,ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9956","Inj octafluoropropane mic,ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9957","Inj perflutren lip micros,ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9958","HOCM <=149 mg/ml iodine, 1ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9959","HOCM 150-199mg/ml iodine,1ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9960","HOCM 200-249mg/ml iodine,1ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9961","HOCM 250-299mg/ml iodine,1ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9962","HOCM 300-349mg/ml iodine,1ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9963","HOCM 350-399mg/ml iodine,1ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9964","HOCM>= 400mg/ml iodine, 1ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9965","LOCM 100-199mg/ml iodine,1ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9966","LOCM 200-299mg/ml iodine,1ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9967","LOCM 300-399mg/ml iodine,1ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R0070","Transport portable x-ray","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R0075","Transport port x-ray multipl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0190T","Place intraoc radiation src","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0394T ","Hdr elctrnc skn surf brchytx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0395T","Hdr elctr ntrst/ntrcv brchtx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19296","Place po breast cath for rad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19297","Place breast cath for rad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19298","Place breast rad tube/caths","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20555","Place ndl musc/tis for rt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31643","Diag bronchoscope/catheter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32553","Ins mark thor for rt perq","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32701","Thorax stereo rad targetw/tx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41019","Place needles h&n for rt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49327","Lap ins device for rt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49411","Ins mark abd/pel for rt perq","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49412","Ins device for rt guide open","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55875","Transperi needle place pros","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55876","Place rt device/marker pros","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55920","Place needles pelvic for rt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57155","Insert uteri tandems/ovoids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57156","Ins vag brachytx device","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58346","Insert heyman uteri capsule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61770","Incise skull for treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61796","SRS cranial lesion simple","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61797","SRS cran les simple addl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61798","SRS cranial lesion complex","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61799","SRS cran les complex addl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61800","Apply SRS headframe add-on","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63620","SRS spinal lesion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63621","SRS spinal lesion addl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77261","Radiation therapy planning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77262","Radiation therapy planning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77263","Radiation therapy planning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77280","Set radiation therapy field","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77285","Set radiation therapy field","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77290","Set radiation therapy field","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77295","Set radiation therapy field","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77299","Radiation therapy planning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77300","Radiation therapy dose plan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77301","Radiotherapy dose plan imrt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77306","Telethx isodose plan simple","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77307","Telethx isodose plan cplx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77316","Brachytx isodose plan simple","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77317","Brachytx isodose intermed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77318","Brachytx isodose complex","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77321","Special teletx port plan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77331","Special radiation dosimetry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77332","Radiation treatment aid(s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77333","Radiation treatment aid(s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77334","Radiation treatment aid(s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77336","Radiation physics consult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77338","Design mlc device for imrt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77370","Radiation physics consult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77371","Srs multisource","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77372","Srs linear based","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77373","Sbrt delivery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77385","Ntsty modul rad tx dlvr smpl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77386","Ntsty modul rad tx dlvr cplx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77399","External radiation dosimetry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77401","Radiation treatment delivery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77402","Radiation treatment delivery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77407","Radiation treatment delivery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77412","Radiation treatment delivery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77417","Radiology port film(s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77422","Neutron beam tx simple","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77423","Neutron beam tx complex","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77427","Radiation tx management x5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77431","Radiation therapy management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77432","Stereotactic radiation trmt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77435","Sbrt management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77470","Special radiation treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77499","Radiation therapy management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77520","Proton trmt simple w/o comp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77522","Proton trmt simple w/comp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77523","Proton trmt intermediate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77525","Proton treatment complex","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77600","Hyperthermia treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77605","Hyperthermia treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77610","Hyperthermia treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77615","Hyperthermia treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77620","Hyperthermia treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77750","Infuse radioactive materials","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77761","Apply intrcav radiat simple","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77762","Apply intrcav radiat interm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77763","Apply intrcav radiat compl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77767","Hdr rdncl skn surf brachytx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77768","Hdr rdncl skn surf brachytx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77770","Hdr rdncl ntrstl/icav brchtx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77771","Hdr rdncl ntrstl/icav brchtx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77772","Hdr rdncl ntrstl/icav brchtx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77776","Apply interstit radiat simpl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77778","Apply interstit radiat compl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77785","HDR brachytx 1 channel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77786","HDR brachytx 2-12 channel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77789","Apply surface radiation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77790","Radiation handling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77799","Radium/radioisotope therapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79005","Nuclear rx oral admin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79101","Nuclear rx iv admin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79200","Nuclear rx intracav admin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
